原始图片,设备类型,经度,纬度,匹配场站,最近距离_km,关联依据
101776_55706.jpg,风机,99.53633,26.050592,零星,27.65,在15km范围内未匹配到对应场站
101794_55592.jpg,风机,99.586044,26.332188,零星,21.1,在15km范围内未匹配到对应场站
101773_55560.jpg,风机,99.52997,26.409727,雪邦山,11.66,距离最近(约 11.66 km)
101770_55555.jpg,风机,99.52012,26.423265,雪邦山,10.18,距离最近(约 10.18 km)
101785_55696.jpg,风机,99.561646,26.076056,零星,24.94,在15km范围内未匹配到对应场站
101777_55563.jpg,风机,99.540054,26.403906,雪邦山,12.85,距离最近(约 12.85 km)
101681_56207.jpg,风机,99.275764,24.808361,零星,92.3,在15km范围内未匹配到对应场站
101805_56156.jpg,风机,99.61607,24.935362,零星,90.62,在15km范围内未匹配到对应场站
101676_56239.jpg,风机,99.26304,24.729137,零星,100.74,在15km范围内未匹配到对应场站
101679_56229.jpg,风机,99.270256,24.752039,零星,98.35,在15km范围内未匹配到对应场站
101806_56160.jpg,风机,99.61999,24.92448,零星,91.5,在15km范围内未匹配到对应场站
101676_56236.jpg,风机,99.26346,24.734669,零星,100.14,在15km范围内未匹配到对应场站
101807_56156.jpg,风机,99.62188,24.935709,零星,90.31,在15km范围内未匹配到对应场站
101804_56152.jpg,风机,99.61387,24.944244,零星,89.86,在15km范围内未匹配到对应场站
101678_56228.jpg,风机,99.26874,24.754866,零星,98.02,在15km范围内未匹配到对应场站
101679_56225.jpg,风机,99.271034,24.76354,零星,97.11,在15km范围内未匹配到对应场站
101678_56232.jpg,风机,99.268845,24.746555,零星,98.93,在15km范围内未匹配到对应场站
101626_56162.jpg,风机,99.12466,24.920242,零星,78.19,在15km范围内未匹配到对应场站
101800_56142.jpg,风机,99.603676,24.970312,零星,87.85,在15km范围内未匹配到对应场站
101802_56145.jpg,风机,99.60926,24.961998,零星,88.37,在15km范围内未匹配到对应场站
101800_56143.jpg,风机,99.60371,24.968376,零星,88.04,在15km范围内未匹配到对应场站
101678_56231.jpg,风机,99.26947,24.749132,零星,98.66,在15km范围内未匹配到对应场站
101678_56227.jpg,风机,99.269394,24.75911,零星,97.56,在15km范围内未匹配到对应场站
101679_56222.jpg,风机,99.271545,24.769358,零星,96.48,在15km范围内未匹配到对应场站
101682_56211.jpg,风机,99.27824,24.796999,零星,93.58,在15km范围内未匹配到对应场站
103341_56321.jpg,风机,103.83648,24.524063,零星,24.66,在15km范围内未匹配到对应场站
103215_56675.jpg,风机,103.49086,23.635706,左美果,2.91,距离最近(约 2.91 km)
103103_56480.jpg,风机,103.183075,24.126133,石洞山,6.85,距离最近(约 6.85 km)
103322_56348.jpg,风机,103.783264,24.456926,零星,15.77,在15km范围内未匹配到对应场站
102793_56521.jpg,风机,102.33156,24.022736,尼白木克,14.57,距离最近(约 14.57 km)
102797_56525.jpg,风机,102.3413,24.012178,尼白木克,13.04,距离最近(约 13.04 km)
103123_56483.jpg,风机,103.23777,24.118977,石洞山,3.84,距离最近(约 3.84 km)
103346_56375.jpg,风机,103.849976,24.388304,永三,13.6,距离最近(约 13.60 km)
103203_56674.jpg,风机,103.4572,23.637337,左美果,6.26,距离最近(约 6.26 km)
102995_56736.jpg,风机,102.88459,23.48157,零星,45.11,在15km范围内未匹配到对应场站
103044_56434.jpg,风机,103.01917,24.241537,零星,15.87,在15km范围内未匹配到对应场站
103043_56423.jpg,风机,103.016655,24.267635,磨豆山,14.15,距离最近(约 14.15 km)
103325_56346.jpg,风机,103.793144,24.461908,零星,16.61,在15km范围内未匹配到对应场站
103336_56334.jpg,风机,103.822716,24.490784,零星,20.72,在15km范围内未匹配到对应场站
103325_56338.jpg,风机,103.791756,24.48179,零星,18.67,在15km范围内未匹配到对应场站
102810_56549.jpg,风机,102.377396,23.952896,尼白木克,6.4,距离最近(约 6.40 km)
103007_56730.jpg,风机,102.91801,23.497984,零星,46.75,在15km范围内未匹配到对应场站
103047_56738.jpg,风机,103.028015,23.476791,零星,36.46,在15km范围内未匹配到对应场站
103065_56641.jpg,风机,103.07694,23.721457,零星,17.29,在15km范围内未匹配到对应场站
102993_56498.jpg,风机,102.87992,24.081137,五垴山,4.53,距离最近(约 4.53 km)
103350_56315.jpg,风机,103.86172,24.538952,零星,27.26,在15km范围内未匹配到对应场站
102601_56702.jpg,风机,101.803116,23.566921,羊岔街,11.75,距离最近(约 11.75 km)
103330_56342.jpg,风机,103.805305,24.471903,零星,18.09,在15km范围内未匹配到对应场站
103229_56682.jpg,风机,103.527336,23.61919,左美果,1.26,距离最近(约 1.26 km)
103355_56333.jpg,风机,103.875046,24.493238,零星,23.64,在15km范围内未匹配到对应场站
103303_56218.jpg,风机,103.73158,24.779663,零星,23.77,在15km范围内未匹配到对应场站
103344_56329.jpg,风机,103.84451,24.503397,零星,22.96,在15km范围内未匹配到对应场站
103002_56393.jpg,风机,102.90517,24.344007,磨豆山,2.55,距离最近(约 2.55 km)
103002_56735.jpg,风机,102.90573,23.48427,零星,45.86,在15km范围内未匹配到对应场站
103017_56736.jpg,风机,102.946976,23.481821,零星,44.56,在15km范围内未匹配到对应场站
102785_56516.jpg,风机,102.309845,24.034508,零星,17.08,在15km范围内未匹配到对应场站
103360_56527.jpg,风机,103.8876,24.007864,老庄科风电场,7.98,距离最近(约 7.98 km)
103357_56304.jpg,风机,103.88012,24.564873,零星,30.68,在15km范围内未匹配到对应场站
103326_56351.jpg,风机,103.79539,24.447392,零星,15.19,在15km范围内未匹配到对应场站
103001_56735.jpg,风机,102.90114,23.484938,零星,45.83,在15km范围内未匹配到对应场站
103365_56534.jpg,风机,103.9019,23.989521,老庄科风电场,10.31,距离最近(约 10.31 km)
102993_56736.jpg,风机,102.88027,23.481487,零星,45.02,在15km范围内未匹配到对应场站
103328_56351.jpg,风机,103.80035,24.448402,零星,15.49,在15km范围内未匹配到对应场站
103040_56441.jpg,风机,103.008446,24.224173,零星,16.26,在15km范围内未匹配到对应场站
102991_56495.jpg,风机,102.87424,24.088924,五垴山,3.6,距离最近(约 3.60 km)
103350_56437.jpg,风机,103.85964,24.232214,羊雄山,3.63,距离最近(约 3.63 km)
103105_56485.jpg,风机,103.187,24.113588,石洞山,5.67,距离最近(约 5.67 km)
103349_56435.jpg,风机,103.8568,24.238308,羊雄山,2.99,距离最近(约 2.99 km)
103107_56503.jpg,风机,103.19231,24.068617,石洞山,4.51,距离最近(约 4.51 km)
103245_56702.jpg,风机,103.57224,23.567291,黑巴风电场,2.58,距离最近(约 2.58 km)
103044_56436.jpg,风机,103.02083,24.236326,零星,16.35,在15km范围内未匹配到对应场站
103331_56352.jpg,风机,103.80769,24.445242,零星,15.5,在15km范围内未匹配到对应场站
103353_56318.jpg,风机,103.867775,24.531374,零星,26.82,在15km范围内未匹配到对应场站
102805_56538.jpg,风机,102.36249,23.979115,尼白木克,9.08,距离最近(约 9.08 km)
102983_56497.jpg,风机,102.85196,24.083944,五垴山,4.63,距离最近(约 4.63 km)
103327_56355.jpg,风机,103.797295,24.439146,永三,14.43,距离最近(约 14.43 km)
103214_56675.jpg,风机,103.487274,23.6348,左美果,3.22,距离最近(约 3.22 km)
103323_56354.jpg,风机,103.78676,24.441334,永三,14.24,距离最近(约 14.24 km)
102992_56642.jpg,风机,102.87862,23.71801,零星,31.3,在15km范围内未匹配到对应场站
103056_56632.jpg,风机,103.053154,23.744772,零星,16.12,在15km范围内未匹配到对应场站
103046_56438.jpg,风机,103.02553,24.231272,零星,17.07,在15km范围内未匹配到对应场站
103197_56668.jpg,风机,103.43914,23.653456,左美果,8.54,距离最近(约 8.54 km)
103346_56318.jpg,风机,103.850006,24.530994,零星,25.94,在15km范围内未匹配到对应场站
102984_56499.jpg,风机,102.85407,24.07701,五垴山,5.26,距离最近(约 5.26 km)
102997_56414.jpg,风机,102.890625,24.29083,磨豆山,3.76,距离最近(约 3.76 km)
102997_56417.jpg,风机,102.89207,24.282703,磨豆山,4.66,距离最近(约 4.66 km)
103035_56736.jpg,风机,102.995056,23.48124,零星,39.82,在15km范围内未匹配到对应场站
102855_56754.jpg,风机,102.50097,23.437283,零星,49.88,在15km范围内未匹配到对应场站
103357_56306.jpg,风机,103.87898,24.560677,零星,30.22,在15km范围内未匹配到对应场站
103112_56493.jpg,风机,103.20589,24.09363,石洞山,2.93,距离最近(约 2.93 km)
103192_56714.jpg,风机,103.427246,23.537947,朵古,8.75,距离最近(约 8.75 km)
102997_56413.jpg,风机,102.89047,24.293217,磨豆山,3.49,距离最近(约 3.49 km)
102787_56517.jpg,风机,102.31481,24.03351,零星,16.63,在15km范围内未匹配到对应场站
103124_56479.jpg,风机,103.239,24.128407,石洞山,4.89,距离最近(约 4.89 km)
103344_56315.jpg,风机,103.84512,24.537851,零星,26.42,在15km范围内未匹配到对应场站
103356_56325.jpg,风机,103.87788,24.513624,零星,25.67,在15km范围内未匹配到对应场站
103353_56329.jpg,风机,103.86938,24.50335,零星,24.24,在15km范围内未匹配到对应场站
103040_56427.jpg,风机,103.01001,24.25902,磨豆山,14.02,距离最近(约 14.02 km)
103103_56479.jpg,风机,103.181786,24.128159,石洞山,7.1,距离最近(约 7.10 km)
103219_56671.jpg,风机,103.50125,23.64613,左美果,2.78,距离最近(约 2.78 km)
103044_56440.jpg,风机,103.02039,24.22656,零星,16.99,在15km范围内未匹配到对应场站
103191_56707.jpg,风机,103.42495,23.55624,朵古,10.79,距离最近(约 10.79 km)
103344_56372.jpg,风机,103.843094,24.395275,永三,13.48,距离最近(约 13.48 km)
103347_56315.jpg,风机,103.85152,24.538595,零星,26.77,在15km范围内未匹配到对应场站
103226_56688.jpg,风机,103.519104,23.603903,左美果,2.46,距离最近(约 2.46 km)
103110_56495.jpg,风机,103.20279,24.08839,石洞山,3.1,距离最近(约 3.10 km)
103112_56488.jpg,风机,103.206436,24.105274,石洞山,3.54,距离最近(约 3.54 km)
103227_56683.jpg,风机,103.52257,23.615639,左美果,1.27,距离最近(约 1.27 km)
103039_56424.jpg,风机,103.007065,24.266182,磨豆山,13.36,距离最近(约 13.36 km)
103334_56378.jpg,风机,103.81741,24.37989,永三,10.37,距离最近(约 10.37 km)
103200_56740.jpg,风机,103.44838,23.47145,朵古,1.54,距离最近(约 1.54 km)
103041_56440.jpg,风机,103.01326,24.226189,零星,16.47,在15km范围内未匹配到对应场站
103038_56424.jpg,风机,103.00462,24.266827,磨豆山,13.11,距离最近(约 13.11 km)
103198_56673.jpg,风机,103.44372,23.640583,左美果,7.68,距离最近(约 7.68 km)
103193_56717.jpg,风机,103.4306,23.530558,朵古,7.89,距离最近(约 7.89 km)
103101_56477.jpg,风机,103.17697,24.1336,石洞山,7.87,距离最近(约 7.87 km)
103043_56428.jpg,风机,103.018265,24.256832,磨豆山,14.86,距离最近(约 14.86 km)
102838_56738.jpg,风机,102.45328,23.47755,零星,50.76,在15km范围内未匹配到对应场站
103042_56423.jpg,风机,103.0149,24.26933,磨豆山,13.9,距离最近(约 13.90 km)
103000_56405.jpg,风机,102.89835,24.312716,磨豆山,1.48,距离最近(约 1.48 km)
103213_56676.jpg,风机,103.485176,23.634264,左美果,3.41,距离最近(约 3.41 km)
103341_56375.jpg,风机,103.83659,24.388752,永三,12.51,距离最近(约 12.51 km)
103344_56327.jpg,风机,103.8437,24.509098,零星,23.48,在15km范围内未匹配到对应场站
103064_56650.jpg,风机,103.07591,23.699055,零星,19.66,在15km范围内未匹配到对应场站
103356_56337.jpg,风机,103.87624,24.483448,零星,22.84,在15km范围内未匹配到对应场站
103053_56629.jpg,风机,103.0461,23.751675,零星,15.91,在15km范围内未匹配到对应场站
103230_56692.jpg,风机,103.53175,23.592243,左美果,4.03,距离最近(约 4.03 km)
103362_56526.jpg,风机,103.89449,24.009783,老庄科风电场,7.94,距离最近(约 7.94 km)
102868_56755.jpg,风机,102.53571,23.435406,零星,47.61,在15km范围内未匹配到对应场站
102786_56516.jpg,风机,102.31239,24.034302,零星,16.87,在15km范围内未匹配到对应场站
103197_56672.jpg,风机,103.44098,23.643581,左美果,8.03,距离最近(约 8.03 km)
102999_56500.jpg,风机,102.89636,24.075548,五垴山,5.64,距离最近(约 5.64 km)
103328_56337.jpg,风机,103.79908,24.48368,零星,19.1,在15km范围内未匹配到对应场站
103337_56330.jpg,风机,103.824234,24.500465,零星,21.76,在15km范围内未匹配到对应场站
103338_56382.jpg,风机,103.82865,24.370493,永三,10.71,距离最近(约 10.71 km)
103379_56534.jpg,风机,103.93955,23.989803,老庄科风电场,11.96,距离最近(约 11.96 km)
103342_56377.jpg,风机,103.839554,24.38335,永三,12.41,距离最近(约 12.41 km)
103120_56486.jpg,风机,103.228836,24.109627,石洞山,2.8,距离最近(约 2.80 km)
103353_56338.jpg,风机,103.86963,24.481287,零星,22.25,在15km范围内未匹配到对应场站
103121_56487.jpg,风机,103.23058,24.108145,石洞山,2.61,距离最近(约 2.61 km)
102605_56704.jpg,风机,101.814476,23.563776,羊岔街,12.48,距离最近(约 12.48 km)
103348_56340.jpg,风机,103.85463,24.475027,零星,20.79,在15km范围内未匹配到对应场站
103217_56674.jpg,风机,103.49517,23.63724,左美果,2.59,距离最近(约 2.59 km)
102990_56494.jpg,风机,102.87217,24.090574,五垴山,3.41,距离最近(约 3.41 km)
103199_56675.jpg,风机,103.445816,23.635632,左美果,7.37,距离最近(约 7.37 km)
103332_56353.jpg,风机,103.81217,24.444399,零星,15.63,在15km范围内未匹配到对应场站
103102_56474.jpg,风机,103.17836,24.139742,石洞山,8.26,距离最近(约 8.26 km)
103325_56344.jpg,风机,103.79258,24.465193,零星,16.94,在15km范围内未匹配到对应场站
103108_56503.jpg,风机,103.196014,24.06889,石洞山,4.16,距离最近(约 4.16 km)
103103_56483.jpg,风机,103.18214,24.117956,石洞山,6.35,距离最近(约 6.35 km)
103040_56421.jpg,风机,103.010124,24.27449,磨豆山,13.22,距离最近(约 13.22 km)
102847_56746.jpg,风机,102.48021,23.456554,零星,52.87,在15km范围内未匹配到对应场站
103355_56306.jpg,风机,103.87488,24.560055,零星,29.96,在15km范围内未匹配到对应场站
103041_56424.jpg,风机,103.01209,24.264904,磨豆山,13.88,距离最近(约 13.88 km)
102803_56535.jpg,风机,102.35943,23.988314,尼白木克,9.93,距离最近(约 9.93 km)
103045_56437.jpg,风机,103.02242,24.234192,零星,16.62,在15km范围内未匹配到对应场站
102604_56703.jpg,风机,101.812485,23.565325,羊岔街,12.25,距离最近(约 12.25 km)
103001_56733.jpg,风机,102.90161,23.490202,零星,46.41,在15km范围内未匹配到对应场站
103107_56465.jpg,风机,103.192635,24.164001,石洞山,9.72,距离最近(约 9.72 km)
102606_56704.jpg,风机,101.816345,23.562181,羊岔街,12.72,距离最近(约 12.72 km)
103123_56789.jpg,风机,103.236084,23.34943,保顶山,13.97,距离最近(约 13.97 km)
102997_56499.jpg,风机,102.89015,24.078617,五垴山,5.07,距离最近(约 5.07 km)
103326_56339.jpg,风机,103.79368,24.47929,零星,18.46,在15km范围内未匹配到对应场站
103002_56503.jpg,风机,102.90622,24.067532,五垴山,6.89,距离最近(约 6.89 km)
103358_56307.jpg,风机,103.88353,24.55865,零星,30.24,在15km范围内未匹配到对应场站
103361_56525.jpg,风机,103.89024,24.012724,老庄科风电场,7.51,距离最近(约 7.51 km)
103199_56757.jpg,风机,103.44641,23.42987,朵古,3.43,距离最近(约 3.43 km)
102865_56757.jpg,风机,102.527435,23.429274,零星,47.54,在15km范围内未匹配到对应场站
103000_56396.jpg,风机,102.9004,24.336672,磨豆山,1.6,距离最近(约 1.60 km)
103049_56437.jpg,风机,103.032776,24.23217,零星,17.6,在15km范围内未匹配到对应场站
103345_56316.jpg,风机,103.847565,24.535652,零星,26.3,在15km范围内未匹配到对应场站
103204_56675.jpg,风机,103.458725,23.636538,左美果,6.09,距离最近(约 6.09 km)
103345_56313.jpg,风机,103.84642,24.543621,零星,27.06,在15km范围内未匹配到对应场站
103003_56504.jpg,风机,102.90691,24.065434,五垴山,7.13,距离最近(约 7.13 km)
102611_56696.jpg,风机,101.83191,23.582233,羊岔街,11.53,距离最近(约 11.53 km)
103328_56352.jpg,风机,103.80117,24.445995,零星,15.28,在15km范围内未匹配到对应场站
102985_56501.jpg,风机,102.85723,24.07301,五垴山,5.58,距离最近(约 5.58 km)
103346_56331.jpg,风机,103.849335,24.4994,零星,22.8,在15km范围内未匹配到对应场站
102996_56404.jpg,风机,102.88922,24.314857,磨豆山,1.12,距离最近(约 1.12 km)
103353_56333.jpg,风机,103.869255,24.492756,零星,23.26,在15km范围内未匹配到对应场站
103244_56701.jpg,风机,103.56982,23.571005,黑巴风电场,2.58,距离最近(约 2.58 km)
103124_56792.jpg,风机,103.239296,23.339907,保顶山,13.95,距离最近(约 13.95 km)
103339_56321.jpg,风机,103.82954,24.523176,零星,24.3,在15km范围内未匹配到对应场站
103000_56399.jpg,风机,102.89835,24.327612,磨豆山,0.74,距离最近(约 0.74 km)
103328_56350.jpg,风机,103.79999,24.450937,零星,15.73,在15km范围内未匹配到对应场站
103354_56307.jpg,风机,103.87034,24.557955,零星,29.54,在15km范围内未匹配到对应场站
103336_56324.jpg,风机,103.82333,24.516161,零星,23.34,在15km范围内未匹配到对应场站
103196_56669.jpg,风机,103.437645,23.651388,左美果,8.6,距离最近(约 8.60 km)
103001_56737.jpg,风机,102.901115,23.480083,零星,45.3,在15km范围内未匹配到对应场站
103114_56488.jpg,风机,103.21216,24.10645,石洞山,3.22,距离最近(约 3.22 km)
103057_56647.jpg,风机,103.05675,23.705978,零星,19.7,在15km范围内未匹配到对应场站
103346_56314.jpg,风机,103.84926,24.54064,零星,26.88,在15km范围内未匹配到对应场站
102794_56522.jpg,风机,102.33303,24.021072,尼白木克,14.33,距离最近(约 14.33 km)
103354_56330.jpg,风机,103.870605,24.500795,零星,24.07,在15km范围内未匹配到对应场站
103359_56531.jpg,风机,103.88597,23.99768,老庄科风电场,9.07,距离最近(约 9.07 km)
102993_56497.jpg,风机,102.88024,24.083866,五垴山,4.23,距离最近(约 4.23 km)
103041_56434.jpg,风机,103.01247,24.24095,零星,15.36,在15km范围内未匹配到对应场站
103002_56392.jpg,风机,102.90568,24.346455,磨豆山,2.81,距离最近(约 2.81 km)
103335_56335.jpg,风机,103.81968,24.488161,零星,20.33,在15km范围内未匹配到对应场站
102804_56538.jpg,风机,102.3611,23.980856,尼白木克,9.31,距离最近(约 9.31 km)
103320_56389.jpg,风机,103.7775,24.353144,永三,5.37,距离最近(约 5.37 km)
102808_56547.jpg,风机,102.37092,23.957973,尼白木克,7.22,距离最近(约 7.22 km)
103326_56352.jpg,风机,103.79587,24.445177,永三,14.98,距离最近(约 14.98 km)
102999_56404.jpg,风机,102.8969,24.317049,磨豆山,0.98,距离最近(约 0.98 km)
103003_56732.jpg,风机,102.9068,23.491407,零星,46.66,在15km范围内未匹配到对应场站
103206_56675.jpg,风机,103.46542,23.634731,左美果,5.38,距离最近(约 5.38 km)
103347_56376.jpg,风机,103.85127,24.38664,羊雄山,13.59,距离最近(约 13.59 km)
103051_56440.jpg,风机,103.03935,24.225927,零星,18.55,在15km范围内未匹配到对应场站
103111_56492.jpg,风机,103.20441,24.096191,石洞山,3.18,距离最近(约 3.18 km)
103230_56685.jpg,风机,103.53121,23.610723,左美果,2.21,距离最近(约 2.21 km)
103218_56672.jpg,风机,103.4987,23.6427,左美果,2.66,距离最近(约 2.66 km)
103035_56737.jpg,风机,102.99557,23.478756,零星,39.69,在15km范围内未匹配到对应场站
103106_56488.jpg,风机,103.190445,24.104992,石洞山,4.88,距离最近(约 4.88 km)
103354_56375.jpg,风机,103.870445,24.387396,羊雄山,13.66,距离最近(约 13.66 km)
103336_56327.jpg,风机,103.82102,24.507668,零星,22.37,在15km范围内未匹配到对应场站
103351_56313.jpg,风机,103.86308,24.544018,零星,27.83,在15km范围内未匹配到对应场站
102809_56548.jpg,风机,102.37395,23.955078,尼白木克,6.81,距离最近(约 6.81 km)
102835_56734.jpg,风机,102.445,23.48761,零星,49.62,在15km范围内未匹配到对应场站
103049_56438.jpg,风机,103.03337,24.230015,零星,17.79,在15km范围内未匹配到对应场站
103333_56340.jpg,风机,103.813736,24.476915,零星,18.94,在15km范围内未匹配到对应场站
102997_56736.jpg,风机,102.89118,23.48168,零星,45.26,在15km范围内未匹配到对应场站
103110_56505.jpg,风机,103.20082,24.06371,石洞山,4.02,距离最近(约 4.02 km)
103199_56733.jpg,风机,103.44519,23.48927,朵古,3.29,距离最近(约 3.29 km)
103338_56334.jpg,风机,103.82654,24.489927,零星,20.8,在15km范围内未匹配到对应场站
102996_56409.jpg,风机,102.88909,24.303808,磨豆山,2.33,距离最近(约 2.33 km)
102803_56534.jpg,风机,102.3573,23.98946,尼白木克,10.18,距离最近(约 10.18 km)
103125_56480.jpg,风机,103.241425,24.126497,石洞山,4.72,距离最近(约 4.72 km)
103104_56484.jpg,风机,103.18565,24.115828,石洞山,5.93,距离最近(约 5.93 km)
103331_56379.jpg,风机,103.809,24.378464,永三,9.62,距离最近(约 9.62 km)
103035_56738.jpg,风机,102.99648,23.47609,零星,39.52,在15km范围内未匹配到对应场站
103361_56532.jpg,风机,103.89048,23.994984,老庄科风电场,9.44,距离最近(约 9.44 km)
103124_56791.jpg,风机,103.23941,23.343098,保顶山,13.83,距离最近(约 13.83 km)
103350_56314.jpg,风机,103.85967,24.540411,零星,27.31,在15km范围内未匹配到对应场站
103242_56699.jpg,风机,103.56401,23.575632,黑巴风电场,2.99,距离最近(约 2.99 km)
103348_56341.jpg,风机,103.854774,24.472904,零星,20.61,在15km范围内未匹配到对应场站
103346_56372.jpg,风机,103.8487,24.39612,永三,13.99,距离最近(约 13.99 km)
102788_56518.jpg,风机,102.317474,24.031067,零星,16.25,在15km范围内未匹配到对应场站
103122_56479.jpg,风机,103.23537,24.12879,石洞山,4.9,距离最近(约 4.90 km)
103059_56723.jpg,风机,103.06123,23.515734,零星,34.89,在15km范围内未匹配到对应场站
103349_56313.jpg,风机,103.858376,24.543158,零星,27.53,在15km范围内未匹配到对应场站
103042_56427.jpg,风机,103.01335,24.259048,磨豆山,14.31,距离最近(约 14.31 km)
103326_56388.jpg,风机,103.79356,24.35619,永三,6.86,距离最近(约 6.86 km)
103223_56656.jpg,风机,103.51298,23.683899,左美果,6.45,距离最近(约 6.45 km)
103000_56501.jpg,风机,102.900055,24.073128,五垴山,6.05,距离最近(约 6.05 km)
103325_56357.jpg,风机,103.791306,24.432928,永三,13.55,距离最近(约 13.55 km)
103351_56316.jpg,风机,103.86299,24.536818,零星,27.11,在15km范围内未匹配到对应场站
103346_56330.jpg,风机,103.84856,24.50161,零星,22.98,在15km范围内未匹配到对应场站
103198_56730.jpg,风机,103.44234,23.497343,朵古,4.15,距离最近(约 4.15 km)
103330_56386.jpg,风机,103.80604,24.36121,永三,8.22,距离最近(约 8.22 km)
103325_56387.jpg,风机,103.792496,24.358791,永三,6.94,距离最近(约 6.94 km)
103354_56309.jpg,风机,103.87189,24.553991,零星,29.22,在15km范围内未匹配到对应场站
103336_56382.jpg,风机,103.82166,24.371391,永三,10.17,距离最近(约 10.17 km)
103112_56495.jpg,风机,103.20691,24.088818,石洞山,2.7,距离最近(约 2.70 km)
103221_56655.jpg,风机,103.506256,23.686447,左美果,6.82,距离最近(约 6.82 km)
103004_56733.jpg,风机,102.90942,23.490303,零星,46.61,在15km范围内未匹配到对应场站
103236_56692.jpg,风机,103.54814,23.59178,黑巴风电场,4.71,距离最近(约 4.71 km)
103325_56335.jpg,风机,103.792694,24.487415,零星,19.29,在15km范围内未匹配到对应场站
103323_56355.jpg,风机,103.78776,24.438976,永三,14.03,距离最近(约 14.03 km)
103331_56383.jpg,风机,103.80957,24.367949,永三,8.94,距离最近(约 8.94 km)
103110_56491.jpg,风机,103.2012,24.09785,石洞山,3.55,距离最近(约 3.55 km)
103217_56673.jpg,风机,103.49595,23.639812,左美果,2.67,距离最近(约 2.67 km)
103344_56328.jpg,风机,103.84295,24.505594,零星,23.1,在15km范围内未匹配到对应场站
103041_56421.jpg,风机,103.01201,24.273071,磨豆山,13.46,距离最近(约 13.46 km)
103335_56381.jpg,风机,103.820305,24.37409,永三,10.22,距离最近(约 10.22 km)
103329_56380.jpg,风机,103.80337,24.374876,永三,8.93,距离最近(约 8.93 km)
103324_56351.jpg,风机,103.7893,24.448639,零星,15.09,在15km范围内未匹配到对应场站
102981_56495.jpg,风机,102.84736,24.088322,五垴山,4.45,距离最近(约 4.45 km)
103121_56504.jpg,风机,103.23245,24.065422,石洞山,2.15,距离最近(约 2.15 km)
102789_56518.jpg,风机,102.31954,24.030119,零星,16.02,在15km范围内未匹配到对应场站
103002_56394.jpg,风机,102.90464,24.340961,磨豆山,2.23,距离最近(约 2.23 km)
103218_56664.jpg,风机,103.49906,23.663776,左美果,4.6,距离最近(约 4.60 km)
103042_56422.jpg,风机,103.01342,24.27125,磨豆山,13.68,距离最近(约 13.68 km)
103353_56337.jpg,风机,103.86795,24.484104,零星,22.4,在15km范围内未匹配到对应场站
103346_56339.jpg,风机,103.84985,24.478748,零星,20.87,在15km范围内未匹配到对应场站
102790_56519.jpg,风机,102.3218,24.028603,零星,15.74,在15km范围内未匹配到对应场站
103039_56421.jpg,风机,103.00666,24.274214,磨豆山,12.91,距离最近(约 12.91 km)
103218_56675.jpg,风机,103.49671,23.636526,左美果,2.41,距离最近(约 2.41 km)
103244_56692.jpg,风机,103.56822,23.592484,黑巴风电场,2.81,距离最近(约 2.81 km)
103244_56702.jpg,风机,103.57023,23.56838,黑巴风电场,2.68,距离最近(约 2.68 km)
102998_56499.jpg,风机,102.89378,24.07673,五垴山,5.41,距离最近(约 5.41 km)
102610_56698.jpg,风机,101.82874,23.578547,羊岔街,11.69,距离最近(约 11.69 km)
103106_56498.jpg,风机,103.19,24.07945,石洞山,4.41,距离最近(约 4.41 km)
102836_56736.jpg,风机,102.4489,23.48115,零星,50.35,在15km范围内未匹配到对应场站
103369_56533.jpg,风机,103.91371,23.99298,老庄科风电场,10.37,距离最近(约 10.37 km)
102608_56694.jpg,风机,101.822845,23.587141,羊岔街,10.56,距离最近(约 10.56 km)
103333_56338.jpg,风机,103.81327,24.479885,零星,19.22,在15km范围内未匹配到对应场站
103108_56501.jpg,风机,103.195724,24.072554,石洞山,4.03,距离最近(约 4.03 km)
103200_56748.jpg,风机,103.448906,23.450802,朵古,1.4,距离最近(约 1.40 km)
103354_56331.jpg,风机,103.87109,24.497362,零星,23.78,在15km范围内未匹配到对应场站
102794_56525.jpg,风机,102.33463,24.01172,尼白木克,13.52,距离最近(约 13.52 km)
103373_56535.jpg,风机,103.92503,23.988337,老庄科风电场,11.34,距离最近(约 11.34 km)
103044_56428.jpg,风机,103.02007,24.255613,零星,15.09,在15km范围内未匹配到对应场站
102859_56750.jpg,风机,102.511215,23.446394,零星,50.05,在15km范围内未匹配到对应场站
102996_56412.jpg,风机,102.88924,24.296095,磨豆山,3.18,距离最近(约 3.18 km)
103332_56354.jpg,风机,103.811554,24.441603,零星,15.33,在15km范围内未匹配到对应场站
103325_56356.jpg,风机,103.79094,24.43535,永三,13.78,距离最近(约 13.78 km)
103000_56398.jpg,风机,102.899376,24.330465,磨豆山,1.0,距离最近(约 1.00 km)
103038_56423.jpg,风机,103.00361,24.268694,磨豆山,12.92,距离最近(约 12.92 km)
103353_56313.jpg,风机,103.868355,24.54348,零星,28.02,在15km范围内未匹配到对应场站
103331_56357.jpg,风机,103.80857,24.433563,永三,14.4,距离最近(约 14.40 km)
103242_56700.jpg,风机,103.564865,23.572575,黑巴风电场,2.99,距离最近(约 2.99 km)
103223_56657.jpg,风机,103.51165,23.681242,左美果,6.17,距离最近(约 6.17 km)
103344_56326.jpg,风机,103.84439,24.51155,零星,23.75,在15km范围内未匹配到对应场站
